id,source,matching,destination,type,category,status,ignore
"199","why-we-dont-re-estimate-story-points","exact","https://agilevelocity.com/blog/why-we-dont-re-estimate-story-points","301","","active",""
"199","agile/why-we-dont-re-estimate-story-points/","exact","https://agilevelocity.com/blog/why-we-dont-re-estimate-story-points","301","","active",""
"200","lean-economics-101-parallel-development-is-killing-your-productivity","exact","https://agilevelocity.com/blog/lean-economics-101-parallel-development-is-killing-your-productivity","301","","active",""
"201","agile-leadership-a-managers-role-in-organizational-agility","exact","https://agilevelocity.com/blog/agile-leadership-a-managers-role-in-organizational-agility","301","","active",""
"202","5-practices-to-start-scaling-agile","exact","https://agilevelocity.com/blog/5-practices-to-start-scaling-agile","301","","active",""
"203","agile-role-transitions-keep-austin-agile-2018-activity-summary","exact","https://agilevelocity.com/blog/agile-role-transitions-keep-austin-agile-2018-activity-summary","301","","active",""
"204","webinar-scaling-agility-5-practices-to-get-your-organization-started","exact","https://agilevelocity.com/blog/webinar-scaling-agility-5-practices-to-get-your-organization-started","301","","active",""
"206","webinar-true-agile-transformation-stories-from-leaders","exact","https://agilevelocity.com/blog/webinar-true-agile-transformation-stories-from-leaders","301","","active",""
"207","the-3-principles-agile-leaders-should-live-by-during-an-organizational-transformation","exact","https://agilevelocity.com/blog/the-3-principles-agile-leaders-should-live-by-during-an-organizational-transformation","301","","active",""
"208","report-suggests-agile-integration-blueprint-enterprise-architecture","exact","https://agilevelocity.com/blog/report-suggests-agile-integration-blueprint-enterprise-architecture","301","","active",""
"208","media/report-suggests-agile-integration-blueprint-enterprise-architecture/","exact","https://agilevelocity.com/blog/report-suggests-agile-integration-blueprint-enterprise-architecture","301","","active",""
"209","7-steps-effective-communication-at-work","exact","https://agilevelocity.com/blog/7-steps-effective-communication-at-work","301","","active",""
"209","leadership/7-steps-effective-communication-at-work/","exact","https://agilevelocity.com/blog/7-steps-effective-communication-at-work","301","","active",""
"210","3-ways-to-use-servant-leadership-in-your-organization","exact","https://agilevelocity.com/blog/3-ways-to-use-servant-leadership-in-your-organization","301","","active",""
"211","webinar-whats-next-agile-trends-in-2019","exact","https://agilevelocity.com/blog/webinar-whats-next-agile-trends-in-2019","301","","active",""
"212","5-agile-trends-were-seeing-in-2019","exact","https://agilevelocity.com/blog/5-agile-trends-were-seeing-in-2019","301","","active",""
"213","what-to-expect-agile-partner","exact","https://agilevelocity.com/blog/what-to-expect-agile-partner","301","","active",""
"214","agile-case-study-leading-change-at-texas-mutual","exact","https://agilevelocity.com/blog/agile-case-study-leading-change-at-texas-mutual","301","","active",""
"215","agile-in-every-department-agile-marketing","exact","https://agilevelocity.com/blog/agile-in-every-department-agile-marketing","301","","active",""
"216","why-transformations-get-stuck","exact","https://agilevelocity.com/blog/why-transformations-get-stuck","301","","active",""
"217","make-shift-happen","exact","https://agilevelocity.com/blog/make-shift-happen","301","","active",""
"218","transform-your-organization-through-servant-leadership","exact","https://agilevelocity.com/blog/transform-your-organization-through-servant-leadership","301","","active",""
"219","leadership-agility-agile-leadership-fest-2019","exact","https://agilevelocity.com/blog/leadership-agility-agile-leadership-fest-2019","301","","active",""
"220","webinar-why-agile-transformations-fail-how-to-achieve-agile-results","exact","https://agilevelocity.com/blog/webinar-why-agile-transformations-fail-how-to-achieve-agile-results","301","","active",""
"221","ask-different-questions-building-your-agile-leadership-skills","exact","https://agilevelocity.com/blog/ask-different-questions-building-your-agile-leadership-skills","301","","active",""
"222","hr-agility","exact","https://agilevelocity.com/blog/hr-agility","301","","active",""
"223","agile-in-hr-example-from-silicon-labs","exact","https://agilevelocity.com/blog/agile-in-hr-example-from-silicon-labs","301","","active",""
"224","outcome-oriented-safe-transformations","exact","https://agilevelocity.com/blog/outcome-oriented-safe-transformations","301","","active",""
"225","important-question-to-answer-for-successful-agile-transformations","exact","https://agilevelocity.com/blog/important-question-to-answer-for-successful-agile-transformations","301","","active",""
"225","agile-transformation/important-question-to-answer-for-successful-agile-transformations/","exact","https://agilevelocity.com/blog/important-question-to-answer-for-successful-agile-transformations","301","","active",""
"226","how-to-know-you-have-achieved-agility-kaa2019","exact","https://agilevelocity.com/blog/how-to-know-you-have-achieved-agility-kaa2019","301","","active",""
"227","make-shift-happen-kaa2019","exact","https://agilevelocity.com/blog/make-shift-happen-kaa2019/","301","","active",""
"228","why-leaders-choose-agility-kaa2019","exact","https://agilevelocity.com/blog/why-leaders-choose-agility-kaa2019","301","","active",""
"229","live-stream-the-biggest-missed-opportunity-focusing-on-agile-things-instead-of-business-outcomes","exact","https://agilevelocity.com/blog/live-stream-the-biggest-missed-opportunity-focusing-on-agile-things-instead-of-business-outcomes","301","","active",""
"230","outcome-driven-agility-sfa2019","exact","https://agilevelocity.com/blog/outcome-driven-agility-sfa2019","301","","active",""
"231","agile-velocity-changes-growth","exact","https://agilevelocity.com/blog/agile-velocity-changes-growth","301","","active",""
"232","zombie-agility-and-3-antidotes-to-eradicate-it-in-your-organization-part-1","exact","https://agilevelocity.com/blog/zombie-agility-and-3-antidotes-to-eradicate-it-in-your-organization-part-1","301","","active",""
"233","zombie-agility-3-antidotes-to-eradicate-infection-in-your-organization-part-2","exact","https://agilevelocity.com/blog/zombie-agility-3-antidotes-to-eradicate-infection-in-your-organization-part-2","301","","active",""
"234","zombie-agility-3-antidotes-to-eradicate-infection-in-your-organization-part-3","exact","https://agilevelocity.com/blog/zombie-agility-3-antidotes-to-eradicate-infection-in-your-organization-part-3","301","","active",""
"235","agile-brick-road","exact","https://agilevelocity.com/blog/agile-brick-road","301","","active",""
"236","holiday-food-drive-caritas-austin","exact","https://agilevelocity.com/blog/holiday-food-drive-caritas-austin","301","","active",""
"237","will-agile-deliver-agile-transformation","exact","https://agilevelocity.com/blog/will-agile-deliver-agile-transformation","301","","active",""
"238","agile-implementation-roadmap","exact","https://agilevelocity.com/blog/agile-implementation-roadmap","301","","active",""
"239","prepare-your-talent-agile-roles","exact","https://agilevelocity.com/blog/prepare-your-talent-agile-roles","301","","active",""
"240","top-3-skills-agile-leader","exact","https://agilevelocity.com/blog/top-3-skills-agile-leader","301","","active",""
"241","big-goals-personal-agility","exact","https://agilevelocity.com/blog/big-goals-personal-agility","301","","active",""
"242","scaled-agile-safe-vs-large-scale-scrum-less","exact","https://agilevelocity.com/blog/scaled-agile-safe-vs-large-scale-scrum-less","301","","active",""
"243","scaled-agile-partner-announcement","exact","https://agilevelocity.com/blog/scaled-agile-partner-announcement","301","","active",""
"243","agile-transformation/scaled-agile-partner-announcement/","exact","https://agilevelocity.com/blog/scaled-agile-partner-announcement","301","","active",""
"244","david-marquet-interview","exact","https://agilevelocity.com/blog/david-marquet-interview","301","","active",""
"245","4-myths-about-scaled-agile-framework-safe","exact","https://agilevelocity.com/blog/4-myths-about-scaled-agile-framework-safe","301","","active",""
"246","article-metrics-in-agile-how-to-measure-transformation","exact","https://agilevelocity.com/blog/article-metrics-in-agile-how-to-measure-transformation","301","","active",""
"247","webinar-3-lessons-learned-guiding-safe-implementations","exact","https://agilevelocity.com/resources/3-lessons-learned-guiding-safe-implementations-recorded-webinar/","301","","active",""
"247","upcoming-webinar-3-lessons-learned-guiding-safe-implementations","exact","https://agilevelocity.com/resources/3-lessons-learned-guiding-safe-implementations-recorded-webinar/","301","","active",""
"247","webinar/upcoming-webinar-3-lessons-learned-guiding-safe-implementations/","exact","https://agilevelocity.com/resources/3-lessons-learned-guiding-safe-implementations-recorded-webinar/","301","","active",""
"247","blog/webinar-3-lessons-learned-guiding-safe-implementations/","exact","https://agilevelocity.com/resources/3-lessons-learned-guiding-safe-implementations-recorded-webinar/","301","","active",""
"248","6-signs-agile-teams-may-need-training","exact","https://agilevelocity.com/blog/6-signs-agile-teams-may-need-training","301","","active",""
"249","insurance-provider-meets-health-gov-deadline","exact","https://agilevelocity.com/blog/insurance-provider-meets-health-gov-deadline","301","","active",""
"250","smoother-agile-transformation-for-point-of-sale-provider","exact","https://agilevelocity.com/blog/smoother-agile-transformation-for-point-of-sale-provider","301","","active",""
"251","from-chaos-to-acceleration","exact","https://agilevelocity.com/blog/from-chaos-to-acceleration","301","","active",""
"252","transitioning-to-virtual-workshops","exact","https://agilevelocity.com/blog/transitioning-to-virtual-workshops","301","","active",""
"253","the-covid-19-professional-roller-coaster","exact","https://agilevelocity.com/blog/the-covid-19-professional-roller-coaster","301","","active",""
"254","leadership-skills-for-the-new-normal","exact","https://agilevelocity.com/blog/leadership-skills-for-the-new-normal","301","","active",""
"255","webinar-series-adaptive-leadership","exact","https://agilevelocity.com/blog/webinar-series-adaptive-leadership","301","","active",""
"256","using-devops-and-agile-transformations-to-achieve-business-outcomes","exact","https://agilevelocity.com/blog/using-devops-and-agile-transformations-to-achieve-business-outcomes","301","","active",""
"257","path-to-agility-an-outcomes-driven-approach-to-business-agility","exact","https://agilevelocity.com/blog/path-to-agility-an-outcomes-driven-approach-to-business-agility","301","","active",""
"258","showcase-webinar-series","exact","https://agilevelocity.com/blog/showcase-webinar-series","301","","active",""
"259","kanban-best-practices-and-cheat-sheet","exact","https://agilevelocity.com/blog/kanban-best-practices-and-cheat-sheet","301","","active",""
"260","commentary-on-14th-annual-state-of-agile-report-part-1","exact","https://agilevelocity.com/blog/commentary-on-14th-annual-state-of-agile-report-part-1","301","","active",""
"261","c-suite-embracing-agile-forbes-response","exact","https://agilevelocity.com/blog/c-suite-embracing-agile-forbes-response","301","","active",""
"262","rediscovering-business-agility-in-a-vuca-world-video-summary","exact","https://agilevelocity.com/blog/rediscovering-business-agility-in-a-vuca-world-video-summary","301","","active",""
"263","agile-coaching-a-key-role-to-improve-performance-accelerate-business-results","exact","https://agilevelocity.com/blog/agile-coaching-a-key-role-to-improve-performance-accelerate-business-results","301","","active",""
"264","conflict-management-as-a-scrum-master","exact","https://agilevelocity.com/blog/conflict-management-as-a-scrum-master","301","","active",""
"265","kanban-system-approach-using-statik","exact","https://agilevelocity.com/blog/kanban-system-approach-using-statik","301","","active",""
"266","southwest-airlines-agility","exact","https://agilevelocity.com/blog/southwest-airlines-agility","301","","active",""
"267","6-keys-to-successful-agile-transformation","exact","https://agilevelocity.com/blog/6-keys-to-successful-agile-transformation","301","","active",""
"268","a-leaders-advantage-high-performing-teams","exact","https://agilevelocity.com/blog/a-leaders-advantage-high-performing-teams","301","","active",""
"269","3-agile-transformation-okrs","exact","https://agilevelocity.com/blog/3-agile-transformation-okrs","301","","active",""
"270","how-to-build-and-sustain-organizational-resilience","exact","https://agilevelocity.com/blog/how-to-build-and-sustain-organizational-resilience","301","","active",""
"271","value-stream-mapping","exact","https://agilevelocity.com/blog/value-stream-mapping","301","","active",""
"272","coffee-with-a-coach","exact","https://agilevelocity.com/blog/coffee-with-a-coach","301","","active",""
"273","agile-transformation-readiness-webinar","exact","https://agilevelocity.com/blog/agile-transformation-readiness-webinar","301","","active",""
"274","southwest-airlines-agile-transformation-webinar","exact","https://agilevelocity.com/blog/southwest-airlines-agile-transformation-webinar","301","","active",""
"275","shift-to-product-organization","exact","https://agilevelocity.com/blog/shift-to-product-organization","301","","active",""
"276","agile-hr-performance-review","exact","https://agilevelocity.com/blog/agile-hr-performance-review","301","","active",""
"276","agile-hr-performance-review/1000/","exact","https://agilevelocity.com/blog/agile-hr-performance-review","301","","active",""
"277","4-agile-leadership-tips","exact","https://agilevelocity.com/blog/4-agile-leadership-tips","301","","active",""
"278","agile-transformation-swim-lessons","exact","https://agilevelocity.com/blog/agile-transformation-swim-lessons","301","","active",""
"279","centralized-vs-decentralized-agile-transformations","exact","https://agilevelocity.com/blog/centralized-vs-decentralized-agile-transformations","301","","active",""
"279","centralized-vs-decentralized-agile-","exact","https://agilevelocity.com/blog/centralized-vs-decentralized-agile-transformations","301","","active",""
"280","sprint-review-is-more-than-a-demo","exact","https://agilevelocity.com/blog/sprint-review-is-more-than-a-demo","301","","active",""
"281","safe-pi-planning-series-pt1","exact","https://agilevelocity.com/blog/safe-pi-planning-series-pt1","301","","active",""
"282","safe-pi-planning-series-pt2-pi-planning-agenda","exact","https://agilevelocity.com/blog/safe-pi-planning-series-pt2-pi-planning-agenda","301","","active",""
"283","agile-team-stability","exact","https://agilevelocity.com/blog/agile-team-stability","301","","active",""
"284","safe-pi-planning-series-pt3-remote-pi-planning","exact","https://agilevelocity.com/blog/safe-pi-planning-series-pt3-remote-pi-planning","301","","active",""
"285","whose-agile-journey-is-it","exact","https://agilevelocity.com/blog/whose-agile-journey-is-it","301","","active",""
"286","feedback-culture-tips-and-tricks","exact","https://agilevelocity.com/blog/feedback-culture-tips-and-tricks","301","","active",""
"287","agile-city-limits-2022","exact","https://agilevelocity.com/blog/agile-city-limits-2022","301","","active",""
"288","5-levels-iterative-planning-infographic","exact","https://agilevelocity.com/blog/5-levels-iterative-planning-infographic","301","","active",""
"289","agile-team-formation-to-create-stability","exact","https://agilevelocity.com/blog/agile-team-formation-to-create-stability","301","","active",""
"290","what-is-agile-release-train","exact","https://agilevelocity.com/blog/what-is-agile-release-train","301","","active",""
"291","lean-portfolio-management-strategy-webinar","exact","https://agilevelocity.com/blog/lean-portfolio-management-strategy-webinar","301","","active",""
"292","5-reasons-teams-regress","exact","https://agilevelocity.com/blog/5-reasons-teams-regress","301","","active",""
"293","video-what-is-business-transformation-and-why-should-you-care","exact","https://agilevelocity.com/blog/video-what-is-business-transformation-and-why-should-you-care","301","","active",""
"294","video-mission-possible-agile-predictability","exact","https://agilevelocity.com/blog/video-mission-possible-agile-predictability","301","","active",""
"295","portfolio-and-budgeting-management-webinar","exact","https://agilevelocity.com/blog/portfolio-and-budgeting-management-webinar","301","","active",""
"296","lean-prioritization-matrix-or-bang-for-your-buck-matrix","exact","https://agilevelocity.com/blog/lean-prioritization-matrix-or-bang-for-your-buck-matrix","301","","active",""
"297","is-safe-more-complex-than-it-needs-to-be","exact","https://agilevelocity.com/blog/is-safe-more-complex-than-it-needs-to-be","301","","active",""
"298","the-importance-of-articulating-value-video","exact","https://agilevelocity.com/blog/the-importance-of-articulating-value-video","301","","active",""
"299","how-to-use-flow-metrics-to-manage-the-madness-and-drive-action-video","exact","https://agilevelocity.com/blog/how-to-use-flow-metrics-to-manage-the-madness-and-drive-action-video","301","","active",""
"300","6-key-challenges-of-agile-transformation-in-a-hybrid-environment-and-8-strategies-to-overcome-them","exact","https://agilevelocity.com/blog/6-key-challenges-of-agile-transformation-in-a-hybrid-environment-and-8-strategies-to-overcome-them","301","","active",""
"301","kanban-and-safe-bffs-exploring-kanban-scaling-and-lean-agile-frameworks","exact","https://agilevelocity.com/blog/kanban-and-safe-bffs-exploring-kanban-scaling-and-lean-agile-frameworks","301","","active",""
"302","unpacking-business-agility","exact","https://agilevelocity.com/blog/unpacking-business-agility","301","","active",""
"303","flow-metrics-for-scrum-teams-webinar","exact","https://agilevelocity.com/blog/flow-metrics-for-scrum-teams-webinar","301","","active",""
"304","8-ways-to-simplify-lean-portfolio-management","exact","https://agilevelocity.com/blog/8-ways-to-simplify-lean-portfolio-management","301","","active",""
"305","harnessing-monte-carlo-simulations-for-more-accurate-sprint-planning","exact","https://agilevelocity.com/blog/harnessing-monte-carlo-simulations-for-more-accurate-sprint-planning","301","","active",""
"306","video-conferencing-best-practices-why-turning-on-your-camera-matters","exact","https://agilevelocity.com/blog/video-conferencing-best-practices-why-turning-on-your-camera-matters","301","","active",""
"307","3-annual-budgeting-updates-that-optimize-for-results","exact","https://agilevelocity.com/blog/3-annual-budgeting-updates-that-optimize-for-results","301","","active",""
"308","10-steps-to-get-the-professional-development-training-you-and-your-team-need","exact","https://agilevelocity.com/blog/10-steps-to-get-the-professional-development-training-you-and-your-team-need","301","","active",""
"309","benefits-of-asking-powerful-questions-over-giving-directives","exact","https://agilevelocity.com/blog/benefits-of-asking-powerful-questions-over-giving-directives","301","","active",""
"310","webinar-recording-mastering-the-art-of-integration-strategic-planning-and-aop-with-safe-for-agile-organizations","exact","https://agilevelocity.com/blog/webinar-recording-mastering-the-art-of-integration-strategic-planning-and-aop-with-safe-for-agile-organizations","301","","active",""
"311","getting-buy-in-for-agility-now-agile-velocity","exact","https://agilevelocity.com/blog/getting-buy-in-for-agility-now-agile-velocity","301","","active",""
"312","merry-value-delivery-what-i-learned-about-flow-as-a-blue-santa-volunteer","exact","https://agilevelocity.com/blog/merry-value-delivery-what-i-learned-about-flow-as-a-blue-santa-volunteer","301","","active",""
"313","hybrid-team-performance-webinar-recording","exact","https://agilevelocity.com/blog/hybrid-team-performance-webinar-recording","301","","active",""
"314","top-10-challenges-in-todays-business-landscape-and-why-agile-offers-solutions","exact","https://agilevelocity.com/blog/top-10-challenges-in-todays-business-landscape-and-why-agile-offers-solutions","301","","active",""
"315","agile-roi","exact","https://agilevelocity.com/blog/agile-roi","301","","active",""
"316","agile-transformation-guide","exact","https://agilevelocity.com/blog/agile-transformation-guide","301","","active",""
"317","providing-feedback-at-work","exact","https://agilevelocity.com/blog/providing-feedback-at-work","301","","active",""
"318","texas-digital-government-ai","exact","https://agilevelocity.com/blog/texas-digital-government-ai","301","","active",""
"319","managing-managers","exact","https://agilevelocity.com/blog/managing-managers","301","","active",""
"320","ai-benefits-webinar","exact","https://agilevelocity.com/blog/ai-benefits-webinar","301","","active",""
"323","webinar-recap-whats-next-agile-trends-in-2019","exact","https://agilevelocity.com/blog/webinar-recap-whats-next-agile-trends-in-2019","301","","active",""
"324","webinar-recap-pulling-off-an-agile-transformation-true-stories-from-leaders","exact","https://agilevelocity.com/blog/webinar-recap-pulling-off-an-agile-transformation-true-stories-from-leaders","301","","active",""
"326","webinar-recap-scaling-agility-5-practices-to-get-your-organization-started","exact","https://agilevelocity.com/blog/webinar-recap-scaling-agility-5-practices-to-get-your-organization-started","301","","active",""
"327","webinar/webinar-recap-accelerating-through-chaos-the-path-to-agility/","exact","https://agilevelocity.com/blog/webinar-recap-accelerating-through-chaos-the-path-to-agility","301","","active",""
"328","download-agile-case-study-leading-change-texas-mutual","exact","https://agilevelocity.com/blog/download-agile-case-study-leading-change-texas-mutual","301","","active",""
"329","download-agile-case-study-texas-mutual-insurance-agile-velocity","exact","https://agilevelocity.com/blog/download-agile-case-study-texas-mutual-insurance-agile-velocity","301","","active",""
"331","southwest-airlines-agile-marketing-case-study-agile-velocity","exact","https://agilevelocity.com/blog/southwest-airlines-agile-marketing-case-study-agile-velocity","301","","active",""
"332","national-homebuilder-case-study","exact","https://agilevelocity.com/blog/national-homebuilder-case-study","301","","active",""
"333","insights/?post_types=case_study","exact","https://agilevelocity.com/insights/case-studies/","301","","active",""
"334","insights/?_sft_category=webinar","exact","https://agilevelocity.com/insights/webinars/","301","","active",""
"335","insights/?post_types=white_paper","exact","https://agilevelocity.com/insights/white-pages/","301","","active",""
"336","coffee-date/","exact","https://agilevelocity.com/","301","","active",""
"337","agile-services-virtual/","exact","https://agilevelocity.com/","301","","active",""
"338","blog/agile-roi/","exact","https://info.agilevelocity.com/agile-roi","301","","active",""
"339","agile-roles-as-a-service-araas","exact","https://agilevelocity.com/agile-roles-service/","301","","active",""
"340","service-oferings","exact","https://agilevelocity.com/service-offerings/","301","","active",""
"341","lean/lean-economics-101-the-power-of-wip-limits","exact","https://agilevelocity.com/blog/lean-economics-101-the-power-of-wip-limits/","301","","active",""
"342","business-outcomes-part-ii-8-steps-to-achieving-predictability-in-business","exact","https://agilevelocity.com/blog/business-outcomes-part-ii-8-steps-to-achieving-predictability-in-business-2/","301","","active",""
"343","agile-tools/story-mapping-101","exact","https://agilevelocity.com/blog/story-mapping-101/","301","","active",""
"344","agile-transformation/agile-role-transitions-keep-austin-agile-2018-activity-summary","exact","https://agilevelocity.com/blog/agile-role-transitions-keep-austin-agile-2018-activity-summary/","301","","active",""
"345","private-training/certified-scrummaster","exact","https://agilevelocity.com/agile-training/private-training/certified-scrummaster/","301","","active",""
"346","agile-training/private-training/applying-flow-metrics-for-scrum-afms","exact","https://agilevelocity.com/agile-training/private-training/applying-flow-metrics-for-scrum/","301","","active",""
"347","resources/blog","exact","https://agilevelocity.com/blog/","301","","active",""
"348","coaching/path-to-agility","exact","https://agilevelocity.com/path-to-agility/","301","","active",""
"349","maximize-your-investment-in-agile","exact","https://agilevelocity.com/path-to-agility/","301","","active",""
"350","blog/hello-world","exact","https://agilevelocity.com/blog/","301","","active",""
"351","about/meet-the-team/undefined","exact","https://agilevelocity.com/about/meet-the-team/","301","","active",""
"352","training/kanban","exact","https://agilevelocity.com/agile-training/private-training/kanban-training/","301","","active",""
"353","agile-tools/giant-jenga-agile-tips-tower-agility","exact","https://agilevelocity.com/blog/giant-jenga-agile-tips-tower-agility/","301","","active",""
"354","about/meet-the-team/bhavani-krishnan","exact","https://agilevelocity.com/about/meet-the-team/bhavani-krishnan/","301","","active",""
"355","agile-training/agile-training","exact","https://agilevelocity.com/agile-training/","301","","active",""
"356","agile-training/private-training/certified-safe-lean-portfolio-management-6-0-lpm-course","exact","https://agilevelocity.com/agile-training/private-training/lean-portfolio-management/","301","","active",""
"357","agile-training/private-training/introducing-safe-for-lean-enterprises","exact","https://agilevelocity.com/agile-training/private-training/safe-for-lean-enterprises/","301","","active",""
"358","agile-training/private-training/certified-agile-leader-1-2-cal-1-cal-2","exact","https://agilevelocity.com/agile-training/private-training/certified-agile-leader-workshop/","301","","active",""
"359","event/certified-scrum-product-owner-workshop-cspo-austin-14","exact","https://agilevelocity.com/events/","301","","active",""
"360","scrummaster/retrospective-cheat-sheet","exact","https://agilevelocity.com/blog/retrospective-cheat-sheet/","301","","active",""
"361","leadership/why-leaders-choose-agility-kaa2019","exact","https://agilevelocity.com/blog/why-leaders-choose-agility-kaa2019/","301","","active",""
"362","scrum/purpose-of-the-daily-scrum-meeting","exact","https://agilevelocity.com/blog/purpose-of-the-daily-scrum-meeting/","301","","active",""
"363","webinar/webinar-recap-pulling-off-an-agile-transformation-true-stories-from-leaders","exact","https://agilevelocity.com/blog/webinar-true-agile-transformation-stories-from-leaders/","301","","active",""
"364","leadership/5-practices-to-start-scaling-agile","exact","https://agilevelocity.com/blog/5-practices-to-start-scaling-agile/","301","","active",""
"365","agile-training/private-training","exact","https://agilevelocity.com/agile-training/corporate-agile-training/","301","","active",""
"366","agile-transformation/not-diy-agile","exact","https://agilevelocity.com/blog/not-diy-agile/","301","","active",""
"367","scrum/evolution-of-a-user-story","exact","https://agilevelocity.com/blog/evolution-of-a-user-story","301","","active",""
"368","about/meet-the-team/richard-dolman","exact","https://agilevelocity.com/about/meet-the-team/","301","","active",""
"369","scrum/potentially-shippable-product-increment-pspi-rosetta-stone-","exact","https://agilevelocity.com/blog/potentially-shippable-product-increment-pspi-rosetta-stone-software-development/","301","","active",""
"370","blog/organizational-agility-tuneup","exact","https://agilevelocity.com/blog/","301","","active",""
"371","upcoming-webinar-benefits-of-ai-for-technology-leaders","exact","https://agilevelocity.com/blog/upcoming-webinar-benefits-of-ai-for-technology-leaders","301","","active",""
"372","agile-transformation/webinar-why-agile-transformations-fail-how-to-achieve-agile-results","exact","https://agilevelocity.com/blog/webinar-why-agile-transformations-fail-how-to-achieve-agile-results","301","","active",""
"373","unlock-team-agility-with-agile-coaching","exact","https://agilevelocity.com/team-agile-coaching/","301","","active",""
"374","agile/big-goals-personal-agility","exact","https://agilevelocity.com/blog/big-goals-personal-agility","301","","active",""
"375","video/agile-team-structure","exact","https://agilevelocity.com/blog/agile-team-structure/","301","","active",""
"376","scrum/potentially-shippable-product-increment-pspi-rosetta-stone-software-development","exact","https://agilevelocity.com/blog/potentially-shippable-product-increment-pspi-rosetta-stone-software-development","301","","active",""
"377","improve-agile-team-performance","exact","https://agilevelocity.com/service-offerings/","301","","active",""
"378","organizational-alignment-will-make","exact","https://agilevelocity.com/blog/organizational-alignment-will-make-break-agile-transformation/","301","","active",""
"379","agile-training/private-training/executive-bootcamp","exact","https://agilevelocity.com/agile-training/corporate-agile-training/","301","","active",""
"380","agile-services/agile-transformation","exact","https://agilevelocity.com/agile-transformation/","301","","active",""
"381","product-owner/new-focus-agile-product-development-intro-product-discovery","exact","https://agilevelocity.com/blog/new-focus-agile-product-development-intro-product-discovery","301","","active",""
"382","uncategorized/why-are-our-sprints-so-crazy","exact","https://agilevelocity.com/blog/why-are-our-sprints-so-crazy/","301","","active",""
"383","uncategorized/4-advantages-of-physical-task-boards","exact","https://agilevelocity.com/blog/4-advantages-of-physical-task-boards/","301","","active",""
"383","scrum/4-advantages-of-physical-task-boards/","exact","https://agilevelocity.com/blog/4-advantages-of-physical-task-boards/","301","","active",""
"384","agile-training/private-training/path-to-agile-leadership-for-organizations-cal-o","exact","https://agilevelocity.com/agile-training/corporate-agile-training/","301","","active",""
"386","lean/lean-economics-101-parallel-development-is-killing-your-productivity","exact","https://agilevelocity.com/blog/lean-economics-101-parallel-development-is-killing-your-productivity/","301","","active",""
"387","webinar/webinar-recap-scaling-agility-5-practices-to-get-your-organization-started","exact","https://agilevelocity.com/blog/","301","","active",""
"388","scrum/avoid-surprises-at-sprint-planning-create-a-definition-of-ready","exact","https://agilevelocity.com/blog/avoid-surprises-at-sprint-planning-create-a-definition-of-ready/","301","","active",""
"389","uncategorized/maintaining-a-healthy-backlog","exact","https://agilevelocity.com/blog/maintaining-a-healthy-backlog","301","","active",""
"390","team/kevin-tougas","exact","https://agilevelocity.com/about/meet-the-team/","301","","active",""
"391","mvp-mmf-psi-wtf-part-one-understanding-the-mvp/1000","exact","https://agilevelocity.com/blog/mvp-mmf-psi-wtf-part-one-understanding-the-mvp/","301","","active",""
"392","about/careers","exact","https://agilevelocity.com/careers/","301","","active",""
"393","agile-transformation/business-outcomes-part-ii-8-steps-to-achieving-predictability-in-business","exact","https://agilevelocity.com/blog/business-outcomes-part-ii-8-steps-to-achieving-predictability-in-business","301","","active",""
"394","agile-transformation/business-outcomes-part-iii-11-tips-for-creating-innovation-in-business","exact","https://agilevelocity.com/blog/business-outcomes-part-iii-11-tips-for-creating-innovation-in-business","301","","active",""
"395","scrum/energize-meetings-exercises-encourage-brainstorming","exact","https://agilevelocity.com/blog/energize-meetings-exercises-encourage-brainstorming","301","","active",""
"396","agile/user-story-needs-remodel-heres","exact","https://agilevelocity.com/blog/user-story-needs-remodel-heres/","301","","active",""
"397","category/agile-transformation/page/6","exact","https://agilevelocity.com/blog/","301","","active",""
"398","category/agile-transformation","exact","https://agilevelocity.com/blog/","301","","active",""
"399","article/agile-middle-manager-identity-crisis","exact","https://agilevelocity.com/blog/agile-middle-manager-identity-crisis","301","","active",""
"400","article/order-agile-lean-lessons-restaurant-industry","exact","https://agilevelocity.com/blog/order-agile-lean-lessons-restaurant-industry","301","","active",""
"401","scrum/webinar-sprint-retrospectives-qa","exact","https://agilevelocity.com/blog/webinar-sprint-retrospectives-qa","301","","active",""
"402","scrum/sprint-may-mini-waterfall","exact","https://agilevelocity.com/blog/sprint-may-mini-waterfall/","301","","active",""
"403","about/meet-the-team/carey-young","exact","https://agilevelocity.com/about/meet-the-team/","301","","active",""
"404","agile-services","exact","https://agilevelocity.com/service-offerings/","301","","active",""
"405","transformation/path-to-agility","exact","https://agilevelocity.com/path-to-agility/","301","","active",""
"406","leadership/path-agility-adoption-patterns-overcome-pitfalls-keep-austin-agile-2016-video","exact","https://agilevelocity.com/blog/path-agility-adoption-patterns-overcome-pitfalls-keep-austin-agile-2016-video","301","","active",""
"407","training/events","exact","https://agilevelocity.com/events/","301","","active",""
"408","agile/retrospective-cheat-sheet","exact","https://agilevelocity.com/blog/retrospective-cheat-sheet","301","","active",""
"409","leadership/3-ways-to-use-servant-leadership-in-your-organization","exact","https://agilevelocity.com/blog/3-ways-to-use-servant-leadership-in-your-organization/","301","","active",""
"410","video/agile-risk-management","exact","https://agilevelocity.com/blog/agile-risk-management/","301","","active",""
